,location,datetime,latitude,longitude,chickenpox
1162,BACS,2007-04-09,46.5684162771573,19.379845746575164,59
1163,BACS,2007-04-16,46.5684162771573,19.379845746575164,63
1164,BACS,2007-04-23,46.5684162771573,19.379845746575164,60
1165,BACS,2007-04-30,46.5684162771573,19.379845746575164,66
1166,BACS,2007-05-07,46.5684162771573,19.379845746575164,91
1167,BACS,2007-05-14,46.5684162771573,19.379845746575164,145
1168,BACS,2007-05-21,46.5684162771573,19.379845746575164,75
1169,BACS,2007-05-28,46.5684162771573,19.379845746575164,91
1170,BACS,2007-06-04,46.5684162771573,19.379845746575164,79
1171,BACS,2007-06-11,46.5684162771573,19.379845746575164,65
1172,BACS,2007-06-18,46.5684162771573,19.379845746575164,47
1173,BACS,2007-06-25,46.5684162771573,19.379845746575164,67
1174,BACS,2007-07-02,46.5684162771573,19.379845746575164,23
1175,BACS,2007-07-09,46.5684162771573,19.379845746575164,16
1176,BACS,2007-07-16,46.5684162771573,19.379845746575164,19
1177,BACS,2007-07-23,46.5684162771573,19.379845746575164,19
1178,BACS,2007-07-30,46.5684162771573,19.379845746575164,6
1179,BACS,2007-08-06,46.5684162771573,19.379845746575164,5
1180,BACS,2007-08-13,46.5684162771573,19.379845746575164,6
1181,BACS,2007-08-20,46.5684162771573,19.379845746575164,1
1182,BACS,2007-08-27,46.5684162771573,19.379845746575164,2
1183,BACS,2007-09-03,46.5684162771573,19.379845746575164,4
1184,BACS,2007-09-10,46.5684162771573,19.379845746575164,2
1185,BACS,2007-09-17,46.5684162771573,19.379845746575164,2
1186,BACS,2007-09-24,46.5684162771573,19.379845746575164,4
1187,BACS,2007-10-01,46.5684162771573,19.379845746575164,6
1188,BACS,2007-10-08,46.5684162771573,19.379845746575164,12
1189,BACS,2007-10-15,46.5684162771573,19.379845746575164,20
1190,BACS,2007-10-22,46.5684162771573,19.379845746575164,34
1191,BACS,2007-10-29,46.5684162771573,19.379845746575164,9
1192,BACS,2007-11-05,46.5684162771573,19.379845746575164,48
1193,BACS,2007-11-12,46.5684162771573,19.379845746575164,34
1194,BACS,2007-11-19,46.5684162771573,19.379845746575164,29
1195,BACS,2007-11-26,46.5684162771573,19.379845746575164,40
1196,BACS,2007-12-03,46.5684162771573,19.379845746575164,36
1197,BACS,2007-12-10,46.5684162771573,19.379845746575164,52
1198,BACS,2007-12-17,46.5684162771573,19.379845746575164,38
1199,BACS,2007-12-24,46.5684162771573,19.379845746575164,31
1200,BACS,2007-12-31,46.5684162771573,19.379845746575164,57
1201,BACS,2008-01-07,46.5684162771573,19.379845746575164,34
1202,BACS,2008-01-14,46.5684162771573,19.379845746575164,95
1203,BACS,2008-01-21,46.5684162771573,19.379845746575164,71
1204,BACS,2008-01-28,46.5684162771573,19.379845746575164,48
1205,BACS,2008-02-04,46.5684162771573,19.379845746575164,18
1206,BACS,2008-02-11,46.5684162771573,19.379845746575164,17
1207,BACS,2008-02-18,46.5684162771573,19.379845746575164,52
1208,BACS,2008-02-25,46.5684162771573,19.379845746575164,26
1209,BACS,2008-03-03,46.5684162771573,19.379845746575164,70
1210,BACS,2008-03-10,46.5684162771573,19.379845746575164,32
1211,BACS,2008-03-17,46.5684162771573,19.379845746575164,50
1212,BACS,2008-03-24,46.5684162771573,19.379845746575164,18
1213,BACS,2008-03-31,46.5684162771573,19.379845746575164,44
1214,BACS,2008-04-07,46.5684162771573,19.379845746575164,65
1215,BACS,2008-04-14,46.5684162771573,19.379845746575164,51
1216,BACS,2008-04-21,46.5684162771573,19.379845746575164,134
1217,BACS,2008-04-28,46.5684162771573,19.379845746575164,18
1218,BACS,2008-05-05,46.5684162771573,19.379845746575164,69
1219,BACS,2008-05-12,46.5684162771573,19.379845746575164,111
1220,BACS,2008-05-19,46.5684162771573,19.379845746575164,70
1221,BACS,2008-05-26,46.5684162771573,19.379845746575164,81
1222,BACS,2008-06-02,46.5684162771573,19.379845746575164,34
1223,BACS,2008-06-09,46.5684162771573,19.379845746575164,51
1224,BACS,2008-06-16,46.5684162771573,19.379845746575164,31
1225,BACS,2008-06-23,46.5684162771573,19.379845746575164,34
1226,BACS,2008-06-30,46.5684162771573,19.379845746575164,15
1227,BACS,2008-07-07,46.5684162771573,19.379845746575164,17
1228,BACS,2008-07-14,46.5684162771573,19.379845746575164,9
1229,BACS,2008-07-21,46.5684162771573,19.379845746575164,10
1230,BACS,2008-07-28,46.5684162771573,19.379845746575164,5
1231,BACS,2008-08-04,46.5684162771573,19.379845746575164,7
1232,BACS,2008-08-11,46.5684162771573,19.379845746575164,5
1233,BACS,2008-08-18,46.5684162771573,19.379845746575164,1
1234,BACS,2008-08-25,46.5684162771573,19.379845746575164,2
1235,BACS,2008-09-01,46.5684162771573,19.379845746575164,2
1236,BACS,2008-09-08,46.5684162771573,19.379845746575164,8
1237,BACS,2008-09-15,46.5684162771573,19.379845746575164,5
1238,BACS,2008-09-22,46.5684162771573,19.379845746575164,9
1239,BACS,2008-09-29,46.5684162771573,19.379845746575164,9
1240,BACS,2008-10-06,46.5684162771573,19.379845746575164,34
1241,BACS,2008-10-13,46.5684162771573,19.379845746575164,20
1242,BACS,2008-10-20,46.5684162771573,19.379845746575164,0
1243,BACS,2008-10-27,46.5684162771573,19.379845746575164,72
1244,BACS,2008-11-03,46.5684162771573,19.379845746575164,25
1245,BACS,2008-11-10,46.5684162771573,19.379845746575164,19
1246,BACS,2008-11-17,46.5684162771573,19.379845746575164,35
1247,BACS,2008-11-24,46.5684162771573,19.379845746575164,17
1248,BACS,2008-12-01,46.5684162771573,19.379845746575164,23
1249,BACS,2008-12-08,46.5684162771573,19.379845746575164,14
1250,BACS,2008-12-15,46.5684162771573,19.379845746575164,20
1251,BACS,2008-12-22,46.5684162771573,19.379845746575164,3
1252,BACS,2008-12-29,46.5684162771573,19.379845746575164,1
1253,BACS,2009-01-05,46.5684162771573,19.379845746575164,58
1254,BACS,2009-01-12,46.5684162771573,19.379845746575164,66
1255,BACS,2009-01-19,46.5684162771573,19.379845746575164,40
1256,BACS,2009-01-26,46.5684162771573,19.379845746575164,44
1257,BACS,2009-02-02,46.5684162771573,19.379845746575164,25
1258,BACS,2009-02-09,46.5684162771573,19.379845746575164,42
1259,BACS,2009-02-16,46.5684162771573,19.379845746575164,64
1260,BACS,2009-02-23,46.5684162771573,19.379845746575164,55
1261,BACS,2009-03-02,46.5684162771573,19.379845746575164,46
1262,BACS,2009-03-09,46.5684162771573,19.379845746575164,51
1263,BACS,2009-03-16,46.5684162771573,19.379845746575164,38
1264,BACS,2009-03-23,46.5684162771573,19.379845746575164,46
1265,BACS,2009-03-30,46.5684162771573,19.379845746575164,41
1266,BACS,2009-04-06,46.5684162771573,19.379845746575164,53
1267,BACS,2009-04-13,46.5684162771573,19.379845746575164,42
1268,BACS,2009-04-20,46.5684162771573,19.379845746575164,152
1269,BACS,2009-04-27,46.5684162771573,19.379845746575164,30
1270,BACS,2009-05-04,46.5684162771573,19.379845746575164,37
1271,BACS,2009-05-11,46.5684162771573,19.379845746575164,72
1272,BACS,2009-05-18,46.5684162771573,19.379845746575164,46
1273,BACS,2009-05-25,46.5684162771573,19.379845746575164,70
1274,BACS,2009-06-01,46.5684162771573,19.379845746575164,50
1275,BACS,2009-06-08,46.5684162771573,19.379845746575164,40
1276,BACS,2009-06-15,46.5684162771573,19.379845746575164,52
1277,BACS,2009-06-22,46.5684162771573,19.379845746575164,20
1278,BACS,2009-06-29,46.5684162771573,19.379845746575164,42
1279,BACS,2009-07-06,46.5684162771573,19.379845746575164,0
1280,BACS,2009-07-13,46.5684162771573,19.379845746575164,25
1281,BACS,2009-07-20,46.5684162771573,19.379845746575164,23
1282,BACS,2009-07-27,46.5684162771573,19.379845746575164,4
1283,BACS,2009-08-03,46.5684162771573,19.379845746575164,5
1284,BACS,2009-08-10,46.5684162771573,19.379845746575164,0
1285,BACS,2009-08-17,46.5684162771573,19.379845746575164,0
1286,BACS,2009-08-24,46.5684162771573,19.379845746575164,4
1287,BACS,2009-08-31,46.5684162771573,19.379845746575164,0
1288,BACS,2009-09-07,46.5684162771573,19.379845746575164,0
1289,BACS,2009-09-14,46.5684162771573,19.379845746575164,2
1290,BACS,2009-09-21,46.5684162771573,19.379845746575164,1
1291,BACS,2009-09-28,46.5684162771573,19.379845746575164,6
1292,BACS,2009-10-05,46.5684162771573,19.379845746575164,9
1293,BACS,2009-10-12,46.5684162771573,19.379845746575164,3
1294,BACS,2009-10-19,46.5684162771573,19.379845746575164,10
1295,BACS,2009-10-26,46.5684162771573,19.379845746575164,12
1296,BACS,2009-11-02,46.5684162771573,19.379845746575164,22
1297,BACS,2009-11-09,46.5684162771573,19.379845746575164,4
1298,BACS,2009-11-16,46.5684162771573,19.379845746575164,9
1299,BACS,2009-11-23,46.5684162771573,19.379845746575164,25
1300,BACS,2009-11-30,46.5684162771573,19.379845746575164,17
1301,BACS,2009-12-07,46.5684162771573,19.379845746575164,43
1302,BACS,2009-12-14,46.5684162771573,19.379845746575164,39
1303,BACS,2009-12-21,46.5684162771573,19.379845746575164,3
1304,BACS,2009-12-28,46.5684162771573,19.379845746575164,19
1305,BACS,2010-01-04,46.5684162771573,19.379845746575164,50
1306,BACS,2010-01-11,46.5684162771573,19.379845746575164,52
1307,BACS,2010-01-18,46.5684162771573,19.379845746575164,20
1308,BACS,2010-01-25,46.5684162771573,19.379845746575164,52
1309,BACS,2010-02-01,46.5684162771573,19.379845746575164,26
1310,BACS,2010-02-08,46.5684162771573,19.379845746575164,82
1311,BACS,2010-02-15,46.5684162771573,19.379845746575164,87
1312,BACS,2010-02-22,46.5684162771573,19.379845746575164,102
1313,BACS,2010-03-01,46.5684162771573,19.379845746575164,118
1314,BACS,2010-03-08,46.5684162771573,19.379845746575164,86
1315,BACS,2010-03-15,46.5684162771573,19.379845746575164,96
1316,BACS,2010-03-22,46.5684162771573,19.379845746575164,110
1317,BACS,2010-03-29,46.5684162771573,19.379845746575164,88
1318,BACS,2010-04-05,46.5684162771573,19.379845746575164,108
1319,BACS,2010-04-12,46.5684162771573,19.379845746575164,96
1320,BACS,2010-04-19,46.5684162771573,19.379845746575164,238
1321,BACS,2010-04-26,46.5684162771573,19.379845746575164,117
1322,BACS,2010-05-03,46.5684162771573,19.379845746575164,167
1323,BACS,2010-05-10,46.5684162771573,19.379845746575164,62
1324,BACS,2010-05-17,46.5684162771573,19.379845746575164,160
1325,BACS,2010-05-24,46.5684162771573,19.379845746575164,83
1326,BACS,2010-05-31,46.5684162771573,19.379845746575164,135
1327,BACS,2010-06-07,46.5684162771573,19.379845746575164,94
1328,BACS,2010-06-14,46.5684162771573,19.379845746575164,57
1329,BACS,2010-06-21,46.5684162771573,19.379845746575164,31
1330,BACS,2010-06-28,46.5684162771573,19.379845746575164,43
1331,BACS,2010-07-05,46.5684162771573,19.379845746575164,48
1332,BACS,2010-07-12,46.5684162771573,19.379845746575164,16
1333,BACS,2010-07-19,46.5684162771573,19.379845746575164,6
1334,BACS,2010-07-26,46.5684162771573,19.379845746575164,6
1335,BACS,2010-08-02,46.5684162771573,19.379845746575164,3
1336,BACS,2010-08-09,46.5684162771573,19.379845746575164,4
1337,BACS,2010-08-16,46.5684162771573,19.379845746575164,4
1338,BACS,2010-08-23,46.5684162771573,19.379845746575164,0
1339,BACS,2010-08-30,46.5684162771573,19.379845746575164,2
1340,BACS,2010-09-06,46.5684162771573,19.379845746575164,1
1341,BACS,2010-09-13,46.5684162771573,19.379845746575164,1
1342,BACS,2010-09-20,46.5684162771573,19.379845746575164,13
1343,BACS,2010-09-27,46.5684162771573,19.379845746575164,4
1344,BACS,2010-10-04,46.5684162771573,19.379845746575164,10
1345,BACS,2010-10-11,46.5684162771573,19.379845746575164,31
1346,BACS,2010-10-18,46.5684162771573,19.379845746575164,3
1347,BACS,2010-10-25,46.5684162771573,19.379845746575164,30
1348,BACS,2010-11-01,46.5684162771573,19.379845746575164,2
1349,BACS,2010-11-08,46.5684162771573,19.379845746575164,25
1350,BACS,2010-11-15,46.5684162771573,19.379845746575164,24
1351,BACS,2010-11-22,46.5684162771573,19.379845746575164,14
1352,BACS,2010-11-29,46.5684162771573,19.379845746575164,49
1353,BACS,2010-12-06,46.5684162771573,19.379845746575164,49
1354,BACS,2010-12-13,46.5684162771573,19.379845746575164,54
1355,BACS,2010-12-20,46.5684162771573,19.379845746575164,24
1356,BACS,2010-12-27,46.5684162771573,19.379845746575164,20
1357,BACS,2011-01-03,46.5684162771573,19.379845746575164,35
1358,BACS,2011-01-10,46.5684162771573,19.379845746575164,41
1359,BACS,2011-01-17,46.5684162771573,19.379845746575164,15
1360,BACS,2011-01-24,46.5684162771573,19.379845746575164,28
1361,BACS,2011-01-31,46.5684162771573,19.379845746575164,23
1362,BACS,2011-02-07,46.5684162771573,19.379845746575164,31
1363,BACS,2011-02-14,46.5684162771573,19.379845746575164,17
1364,BACS,2011-02-21,46.5684162771573,19.379845746575164,32
1365,BACS,2011-02-28,46.5684162771573,19.379845746575164,46
1366,BACS,2011-03-07,46.5684162771573,19.379845746575164,45
1367,BACS,2011-03-14,46.5684162771573,19.379845746575164,24
1368,BACS,2011-03-21,46.5684162771573,19.379845746575164,29
1369,BACS,2011-03-28,46.5684162771573,19.379845746575164,19
1370,BACS,2011-04-04,46.5684162771573,19.379845746575164,34
1371,BACS,2011-04-11,46.5684162771573,19.379845746575164,48
1372,BACS,2011-04-18,46.5684162771573,19.379845746575164,28
1373,BACS,2011-04-25,46.5684162771573,19.379845746575164,45
1374,BACS,2011-05-02,46.5684162771573,19.379845746575164,87
1375,BACS,2011-05-09,46.5684162771573,19.379845746575164,71
1376,BACS,2011-05-16,46.5684162771573,19.379845746575164,101
1377,BACS,2011-05-23,46.5684162771573,19.379845746575164,71
1378,BACS,2011-05-30,46.5684162771573,19.379845746575164,86
1379,BACS,2011-06-06,46.5684162771573,19.379845746575164,64
1380,BACS,2011-06-13,46.5684162771573,19.379845746575164,46
1381,BACS,2011-06-20,46.5684162771573,19.379845746575164,46
1382,BACS,2011-06-27,46.5684162771573,19.379845746575164,51
1383,BACS,2011-07-04,46.5684162771573,19.379845746575164,42
1384,BACS,2011-07-11,46.5684162771573,19.379845746575164,16
1385,BACS,2011-07-18,46.5684162771573,19.379845746575164,10
1386,BACS,2011-07-25,46.5684162771573,19.379845746575164,8
1387,BACS,2011-08-01,46.5684162771573,19.379845746575164,5
1388,BACS,2011-08-08,46.5684162771573,19.379845746575164,3
1389,BACS,2011-08-15,46.5684162771573,19.379845746575164,0
1390,BACS,2011-08-22,46.5684162771573,19.379845746575164,1
1391,BACS,2011-08-29,46.5684162771573,19.379845746575164,1
1392,BACS,2011-09-05,46.5684162771573,19.379845746575164,0
1393,BACS,2011-09-12,46.5684162771573,19.379845746575164,2
1394,BACS,2011-09-19,46.5684162771573,19.379845746575164,1
1395,BACS,2011-09-26,46.5684162771573,19.379845746575164,1
1396,BACS,2011-10-03,46.5684162771573,19.379845746575164,3
1397,BACS,2011-10-10,46.5684162771573,19.379845746575164,4
1398,BACS,2011-10-17,46.5684162771573,19.379845746575164,9
1399,BACS,2011-10-24,46.5684162771573,19.379845746575164,11
1400,BACS,2011-10-31,46.5684162771573,19.379845746575164,11
1401,BACS,2011-11-07,46.5684162771573,19.379845746575164,11
1402,BACS,2011-11-14,46.5684162771573,19.379845746575164,22
1403,BACS,2011-11-21,46.5684162771573,19.379845746575164,42
1404,BACS,2011-11-28,46.5684162771573,19.379845746575164,28
1405,BACS,2011-12-05,46.5684162771573,19.379845746575164,63
1406,BACS,2011-12-12,46.5684162771573,19.379845746575164,86
1407,BACS,2011-12-19,46.5684162771573,19.379845746575164,41
1408,BACS,2011-12-26,46.5684162771573,19.379845746575164,32
1409,BACS,2012-01-02,46.5684162771573,19.379845746575164,140
1410,BACS,2012-01-09,46.5684162771573,19.379845746575164,86
1411,BACS,2012-01-16,46.5684162771573,19.379845746575164,41
1412,BACS,2012-01-23,46.5684162771573,19.379845746575164,44
1413,BACS,2012-01-30,46.5684162771573,19.379845746575164,61
1414,BACS,2012-02-06,46.5684162771573,19.379845746575164,38
1415,BACS,2012-02-13,46.5684162771573,19.379845746575164,121
1416,BACS,2012-02-20,46.5684162771573,19.379845746575164,66
1417,BACS,2012-02-27,46.5684162771573,19.379845746575164,69
1418,BACS,2012-03-05,46.5684162771573,19.379845746575164,47
1419,BACS,2012-03-12,46.5684162771573,19.379845746575164,16
1420,BACS,2012-03-19,46.5684162771573,19.379845746575164,119
1421,BACS,2012-03-26,46.5684162771573,19.379845746575164,49
1422,BACS,2012-04-02,46.5684162771573,19.379845746575164,67
1423,BACS,2012-04-09,46.5684162771573,19.379845746575164,50
1424,BACS,2012-04-16,46.5684162771573,19.379845746575164,90
1425,BACS,2012-04-23,46.5684162771573,19.379845746575164,31
1426,BACS,2012-04-30,46.5684162771573,19.379845746575164,26
1427,BACS,2012-05-07,46.5684162771573,19.379845746575164,77
1428,BACS,2012-05-14,46.5684162771573,19.379845746575164,77
1429,BACS,2012-05-21,46.5684162771573,19.379845746575164,49
1430,BACS,2012-05-28,46.5684162771573,19.379845746575164,43
1431,BACS,2012-06-04,46.5684162771573,19.379845746575164,127
1432,BACS,2012-06-11,46.5684162771573,19.379845746575164,53
1433,BACS,2012-06-18,46.5684162771573,19.379845746575164,34
1434,BACS,2012-06-25,46.5684162771573,19.379845746575164,26
1435,BACS,2012-07-02,46.5684162771573,19.379845746575164,53
1436,BACS,2012-07-09,46.5684162771573,19.379845746575164,40
1437,BACS,2012-07-16,46.5684162771573,19.379845746575164,39
1438,BACS,2012-07-23,46.5684162771573,19.379845746575164,11
1439,BACS,2012-07-30,46.5684162771573,19.379845746575164,7
1440,BACS,2012-08-06,46.5684162771573,19.379845746575164,0
1441,BACS,2012-08-13,46.5684162771573,19.379845746575164,6
1442,BACS,2012-08-20,46.5684162771573,19.379845746575164,4
1443,BACS,2012-08-27,46.5684162771573,19.379845746575164,0
1444,BACS,2012-09-03,46.5684162771573,19.379845746575164,0
1445,BACS,2012-09-10,46.5684162771573,19.379845746575164,8
1446,BACS,2012-09-17,46.5684162771573,19.379845746575164,5
1447,BACS,2012-09-24,46.5684162771573,19.379845746575164,0
1448,BACS,2012-10-01,46.5684162771573,19.379845746575164,12
1449,BACS,2012-10-08,46.5684162771573,19.379845746575164,0
1450,BACS,2012-10-15,46.5684162771573,19.379845746575164,7
1451,BACS,2012-10-22,46.5684162771573,19.379845746575164,8
1452,BACS,2012-10-29,46.5684162771573,19.379845746575164,1
1453,BACS,2012-11-05,46.5684162771573,19.379845746575164,9
1454,BACS,2012-11-12,46.5684162771573,19.379845746575164,4
1455,BACS,2012-11-19,46.5684162771573,19.379845746575164,3
1456,BACS,2012-11-26,46.5684162771573,19.379845746575164,6
1457,BACS,2012-12-03,46.5684162771573,19.379845746575164,8
1458,BACS,2012-12-10,46.5684162771573,19.379845746575164,18
1459,BACS,2012-12-17,46.5684162771573,19.379845746575164,18
1460,BACS,2012-12-24,46.5684162771573,19.379845746575164,6
1461,BACS,2012-12-31,46.5684162771573,19.379845746575164,7
1462,BACS,2013-01-07,46.5684162771573,19.379845746575164,8
1463,BACS,2013-01-14,46.5684162771573,19.379845746575164,28
1464,BACS,2013-01-21,46.5684162771573,19.379845746575164,5
1465,BACS,2013-01-28,46.5684162771573,19.379845746575164,20
1466,BACS,2013-02-04,46.5684162771573,19.379845746575164,6
1467,BACS,2013-02-11,46.5684162771573,19.379845746575164,33
1468,BACS,2013-02-18,46.5684162771573,19.379845746575164,13
1469,BACS,2013-02-25,46.5684162771573,19.379845746575164,47
1470,BACS,2013-03-04,46.5684162771573,19.379845746575164,11
1471,BACS,2013-03-11,46.5684162771573,19.379845746575164,39
1472,BACS,2013-03-18,46.5684162771573,19.379845746575164,41
1473,BACS,2013-03-25,46.5684162771573,19.379845746575164,12
1474,BACS,2013-04-01,46.5684162771573,19.379845746575164,22
1475,BACS,2013-04-08,46.5684162771573,19.379845746575164,21
1476,BACS,2013-04-15,46.5684162771573,19.379845746575164,38
1477,BACS,2013-04-22,46.5684162771573,19.379845746575164,31
1478,BACS,2013-04-29,46.5684162771573,19.379845746575164,50
1479,BACS,2013-05-06,46.5684162771573,19.379845746575164,34
